ID,distance,latitude,longitude,geometry,id_cukrarna,distance_mhd,stop_name_mhd,district,admin_district,street,house_num
264,1.0408738312882462,50.0018,14.4294,POINT (14.4294 50.0018),74,0.302735096612707,Pavelkova,Praha 12,Praha 12,Urbánkova,3362/51
270,0.7869278091057206,50.0018,14.4594,POINT (14.4594 50.0018),212,0.4657941447676252,Jirčanská,Libuš,Praha 12,Nad Libušským potokem,626/17
271,0.5055847803820073,50.0018,14.4644,POINT (14.4644 50.0018),212,0.2557073158197245,Sídliště Písnice,Libuš,Praha 12,U bazénu,489/3
281,2.588793431414512,50.0018,14.5144,POINT (14.5144 50.0018),172,0.2338093566059715,Hrnčířský hřbitov,Šeberov,Praha 11,Sladovnická,656
282,2.38392523488995,50.0018,14.5194,POINT (14.5194 50.0018),172,0.333792362459836,Hrnčířský hřbitov,Šeberov,Praha 11,Babočková,725
285,1.6689489820727434,50.0018,14.6144,POINT (14.6144 50.0018),583,0.4668253168331318,Lipany,Kolovraty,Praha 22,Do Potoků,28
286,1.3262999702938296,50.0018,14.6194,POINT (14.6194 50.0018),583,0.3162497532588268,Lipany,Kolovraty,Praha 22,Za statky,70
293,2.864366165624334,50.0068,14.3144,POINT (14.3144 50.0068),464,0.1673395394239899,Zadní Kopanina,Řeporyje,Praha 13,U skopců,5
301,2.55621974946034,50.0068,14.3544,POINT (14.3544 50.0068),132,0.2563512377469508,Za Chalupami,Lochkov,Praha 16,Za chalupami,144
306,2.442542423602777,50.0068,14.3794,POINT (14.3794 50.0068),599,0.1715372035449996,Mrkosova,Velká Chuchle,Praha 16,Adlerova,644/1
307,1.9000920169664692,50.0068,14.3844,POINT (14.3844 50.0068),599,0.2578135358355172,Novochuchelská,Velká Chuchle,Praha 16,Hvězdářská,537/16
308,1.3677484618084317,50.0068,14.3894,POINT (14.3894 50.0068),599,0.1046471743062576,Závodiště Chuchle,Velká Chuchle,Praha 16,Radotínská,36/1
311,0.0185595402018544,50.0068,14.4044,POINT (14.4044 50.0068),239,0.2269284401780817,Obchodní náměstí,Praha 12,Praha 12,Klostermannova,151/3
312,0.558213949896322,50.0068,14.4094,POINT (14.4094 50.0068),524,0.0798116059100502,Na Havránce,Praha 12,Praha 12,Klostermannova,690/31
313,0.252267132524046,50.0068,14.4144,POINT (14.4144 50.0068),342,0.1929914724162487,Tylova čtvrť,Praha 12,Praha 12,K Vltavě,1241/57
314,0.2892925209906863,50.0068,14.4194,POINT (14.4194 50.0068),225,0.2583498448087054,Poliklinika Modřany,Praha 12,Praha 12,Jordana Jovkova,3427/20
316,0.8756342649536979,50.0068,14.4294,POINT (14.4294 50.0068),74,0.0444640909301009,Modřanská rokle,Praha 12,Praha 12,Vitošská,3410/1
317,0.3206943939656024,50.0068,14.4344,POINT (14.4344 50.0068),74,0.2208820000459333,Sídliště Modřany,Praha 12,Praha 12,Šumenská,3223/9
318,0.2345302169892553,50.0068,14.4394,POINT (14.4394 50.0068),74,0.1101359077218359,Hasičská stanice Modřany,Praha 12,Praha 12,Generála Šišky,2140
321,0.8453099666439918,50.0068,14.4544,POINT (14.4544 50.0068),200,0.092818582300117,Sídliště Libuš,Praha 12,Praha 12,Kramperova,1007/1
322,0.607325071418983,50.0068,14.4594,POINT (14.4594 50.0068),212,0.0998568240029137,Jirčanská,Libuš,Praha 12,Na šejdru,386/31
323,0.0721410824985724,50.0068,14.4644,POINT (14.4644 50.0068),212,0.2220674358546494,U Libušské sokolovny,Libuš,Praha 12,Klokotská,290/1
324,0.5075578087213446,50.0068,14.4694,POINT (14.4694 50.0068),212,0.4609847340881829,Mílová,Libuš,Praha 12,Betáňská,755/27
325,0.3470752466960262,50.0068,14.4744,POINT (14.4744 50.0068),499,0.5408763538769741,Dobronická,Kunratice,Praha 4,U Rakovky,713/21
326,0.6501265679612074,50.0068,14.4794,POINT (14.4794 50.0068),499,0.0635223828618488,Betáň,Kunratice,Praha 4,Vídeňská,619/142
327,0.8001025018413056,50.0068,14.4844,POINT (14.4844 50.0068),128,0.5242620271625531,Betáň,Kunratice,Praha 4,Ratajova,1172/14
328,0.922963948251882,50.0068,14.4894,POINT (14.4894 50.0068),128,0.5090622958752242,Vožická,Kunratice,Praha 4,Nad rybníčky,ev. č. 173/14
329,1.2959980270404918,50.0068,14.4944,POINT (14.4944 50.0068),128,0.3149103953217019,Vožická,Kunratice,Praha 4,Nad rybníčky,729/2
339,0.6097189497239426,50.0068,14.6244,POINT (14.6244 50.0068),583,0.2579278149964246,Do Lipan,Kolovraty,Praha 22,Na jílech,738/16
340,0.7599592779171794,50.0068,14.6294,POINT (14.6294 50.0068),583,0.3612271705574604,Do Lipan,Kolovraty,Praha 22,Do Lipan,ev. č. 10
345,3.840478296089116,50.0068,14.6594,POINT (14.6594 50.0068),583,0.3342952340190492,"Říčany,Prům.areál Černokostelecká",Nedvězí,Praha 22,Pod Bahnivkou,96/11
346,2.312440508770265,50.0118,14.3144,POINT (14.3144 50.0118),464,0.1702726410766014,Zmrzlík,Řeporyje,Praha 13,Na Zmrzlíku,3
