distance,latitude,longitude,geometry,id_cukrarna,Praha
1.2802099422831505,49.9918,14.3744,POINT (14.3744 49.9918),41,True
1.7532902176681566,49.9918,14.3794,POINT (14.3794 49.9918),41,True
1.9635170864913913,49.9918,14.3844,POINT (14.3844 49.9918),262,True
1.7606103967270972,49.9918,14.3894,POINT (14.3894 49.9918),262,True
1.7032991025118283,49.9918,14.3944,POINT (14.3944 49.9918),94,True
1.4631914636917889,49.9918,14.3994,POINT (14.3994 49.9918),111,True
1.313502174889899,49.9918,14.4044,POINT (14.4044 49.9918),111,True
1.3876947313658294,49.9918,14.4094,POINT (14.4094 49.9918),111,True
1.5269799235327675,49.9918,14.4144,POINT (14.4144 49.9918),342,True
1.5542590054531047,49.9918,14.4194,POINT (14.4194 49.9918),342,True
1.765169800668515,49.9918,14.4244,POINT (14.4244 49.9918),342,True
1.8881033515308228,49.9918,14.4294,POINT (14.4294 49.9918),74,True
1.7032450776156343,49.9918,14.4344,POINT (14.4344 49.9918),74,True
1.6891427775004544,49.9918,14.4394,POINT (14.4394 49.9918),74,True
1.8497061526475167,49.9918,14.4444,POINT (14.4444 49.9918),74,True
1.5843399410515917,49.9918,14.4494,POINT (14.4494 49.9918),510,True
1.0320605421493434,49.9918,14.4544,POINT (14.4544 49.9918),510,True
0.48601941989122466,49.9918,14.4594,POINT (14.4594 49.9918),510,True
0.1527441991087288,49.9918,14.4644,POINT (14.4644 49.9918),510,True
0.32663597706674213,49.9918,14.4694,POINT (14.4694 49.9918),643,True
0.5700981600779231,49.9918,14.4744,POINT (14.4744 49.9918),643,True
1.0767463780920195,49.9918,14.4794,POINT (14.4794 49.9918),643,True
3.971767942506545,49.9968,14.3094,POINT (14.3094 49.9968),464,True
3.9707893899214324,49.9968,14.3144,POINT (14.3144 49.9968),464,True
4.046658642522576,49.9968,14.3194,POINT (14.3194 49.9968),464,True
3.935048815561195,49.9968,14.3244,POINT (14.3244 49.9968),589,True
3.428646527287462,49.9968,14.3294,POINT (14.3294 49.9968),589,True
2.9398426551960126,49.9968,14.3344,POINT (14.3344 49.9968),589,True
2.479068911010842,49.9968,14.3394,POINT (14.3394 49.9968),589,True
2.065173235777138,49.9968,14.3444,POINT (14.3444 49.9968),589,True
1.7320936239131195,49.9968,14.3494,POINT (14.3494 49.9968),589,True
1.4832296322862244,49.9968,14.3544,POINT (14.3544 49.9968),132,True
1.3578703046115637,49.9968,14.3594,POINT (14.3594 49.9968),637,True
1.3380648942377473,49.9968,14.3644,POINT (14.3644 49.9968),41,True
1.4118805729386366,49.9968,14.3694,POINT (14.3694 49.9968),41,True
1.6770348366361931,49.9968,14.3744,POINT (14.3744 49.9968),41,True
2.060954859850552,49.9968,14.3794,POINT (14.3794 49.9968),41,True
2.4193727106504634,49.9968,14.3844,POINT (14.3844 49.9968),599,True
1.9168663291527308,49.9968,14.3894,POINT (14.3894 49.9968),111,True
1.4235993916336684,49.9968,14.3944,POINT (14.3944 49.9968),111,True
0.997468762357766,49.9968,14.3994,POINT (14.3994 49.9968),111,True
0.7611193309196062,49.9968,14.4044,POINT (14.4044 49.9968),111,True
0.8830126499204279,49.9968,14.4094,POINT (14.4094 49.9968),111,True
0.9795958486189639,49.9968,14.4144,POINT (14.4144 49.9968),342,True
1.021597472486814,49.9968,14.4194,POINT (14.4194 49.9968),342,True
1.3205168552318813,49.9968,14.4244,POINT (14.4244 49.9968),342,True
1.4199124266520748,49.9968,14.4294,POINT (14.4294 49.9968),74,True
1.1628675022206725,49.9968,14.4344,POINT (14.4344 49.9968),74,True
1.1421122344502785,49.9968,14.4394,POINT (14.4394 49.9968),74,True
1.3684406762593462,49.9968,14.4444,POINT (14.4444 49.9968),74,True
1.6364053516353982,49.9968,14.4494,POINT (14.4494 49.9968),510,True
1.1103325577101695,49.9968,14.4544,POINT (14.4544 49.9968),510,True
0.635534658819653,49.9968,14.4594,POINT (14.4594 49.9968),510,True
0.3918446848563892,49.9968,14.4644,POINT (14.4644 49.9968),27,True
0.18895330264447313,49.9968,14.4694,POINT (14.4694 49.9968),27,True
0.7306944943751875,49.9968,14.4744,POINT (14.4744 49.9968),27,True
0.9403964507742303,49.9968,14.4794,POINT (14.4794 49.9968),499,True
1.3426089572652466,49.9968,14.4844,POINT (14.4844 49.9968),499,True
1.8267189547460534,49.9968,14.4894,POINT (14.4894 49.9968),499,True
2.1627435731110456,49.9968,14.4944,POINT (14.4944 49.9968),128,True
2.4741176607738056,49.9968,14.4994,POINT (14.4994 49.9968),128,True
3.2914277016969664,49.9968,14.5094,POINT (14.5094 49.9968),606,True
3.0917309965351696,49.9968,14.5144,POINT (14.5144 49.9968),172,True
1.7741698746376753,49.9968,14.6294,POINT (14.6294 49.9968),583,True
1.992362831040468,49.9968,14.6344,POINT (14.6344 49.9968),583,True
2.325379658669029,49.9968,14.6394,POINT (14.6394 49.9968),583,True
3.6809404484411905,50.0018,14.2994,POINT (14.2994 50.0018),464,True
3.508482631417841,50.0018,14.3044,POINT (14.3044 50.0018),464,True
3.4184248075613013,50.0018,14.3094,POINT (14.3094 50.0018),464,True
3.417287806863869,50.0018,14.3144,POINT (14.3144 50.0018),464,True
3.5051581626127093,50.0018,14.3194,POINT (14.3194 50.0018),464,True
3.6756579730601606,50.0018,14.3244,POINT (14.3244 50.0018),464,True
3.705576722488899,50.0018,14.3294,POINT (14.3294 50.0018),589,True
3.2585820036453184,50.0018,14.3344,POINT (14.3344 50.0018),589,True
2.8498183280187663,50.0018,14.3394,POINT (14.3394 50.0018),589,True
2.498123762134577,50.0018,14.3444,POINT (14.3444 50.0018),589,True
2.2179046131074363,50.0018,14.3494,POINT (14.3494 50.0018),132,True
2.014718286712355,50.0018,14.3544,POINT (14.3544 50.0018),132,True
1.9079885186543144,50.0018,14.3594,POINT (14.3594 50.0018),637,True
1.8920824527918598,50.0018,14.3644,POINT (14.3644 50.0018),41,True
1.9449846012791254,50.0018,14.3694,POINT (14.3694 50.0018),41,True
2.145228237335778,50.0018,14.3744,POINT (14.3744 50.0018),41,True
2.4570497107940232,50.0018,14.3794,POINT (14.3794 50.0018),41,True
2.103290753317112,50.0018,14.3844,POINT (14.3844 50.0018),599,True
1.638358378020172,50.0018,14.3894,POINT (14.3894 50.0018),599,True
1.2087241188330164,50.0018,14.3944,POINT (14.3944 50.0018),524,True
0.6819153938276935,50.0018,14.3994,POINT (14.3994 50.0018),111,True
0.22218755221468592,50.0018,14.4044,POINT (14.4044 50.0018),111,True
0.499775962186199,50.0018,14.4094,POINT (14.4094 50.0018),111,True
0.45121875669292666,50.0018,14.4144,POINT (14.4144 50.0018),342,True
0.5363317402051168,50.0018,14.4194,POINT (14.4194 50.0018),342,True
0.9938586945393697,50.0018,14.4244,POINT (14.4244 50.0018),342,True
1.0408738312882462,50.0018,14.4294,POINT (14.4294 50.0018),74,True
0.6477097042816591,50.0018,14.4344,POINT (14.4344 50.0018),74,True
0.6096617007658398,50.0018,14.4394,POINT (14.4394 50.0018),74,True
0.9694828094096485,50.0018,14.4444,POINT (14.4444 50.0018),74,True
1.4574486083910974,50.0018,14.4494,POINT (14.4494 50.0018),74,True
1.2644938842612679,50.0018,14.4544,POINT (14.4544 50.0018),212,True
0.7869278091057206,50.0018,14.4594,POINT (14.4594 50.0018),212,True
0.5055847803820073,50.0018,14.4644,POINT (14.4644 50.0018),212,True
0.597597995728736,50.0018,14.4694,POINT (14.4694 50.0018),499,True
0.20803050737558046,50.0018,14.4744,POINT (14.4744 50.0018),499,True
0.5877754839212438,50.0018,14.4794,POINT (14.4794 50.0018),499,True
1.1241589509490888,50.0018,14.4844,POINT (14.4844 50.0018),499,True
1.4292522129567973,50.0018,14.4894,POINT (14.4894 50.0018),128,True
1.6942580454470466,50.0018,14.4944,POINT (14.4944 50.0018),128,True
2.077091418518155,50.0018,14.4994,POINT (14.4994 50.0018),128,True
2.524709329250017,50.0018,14.5044,POINT (14.5044 50.0018),128,True
2.7638036735298144,50.0018,14.5094,POINT (14.5094 50.0018),606,True
2.588793431414512,50.0018,14.5144,POINT (14.5144 50.0018),172,True
2.38392523488995,50.0018,14.5194,POINT (14.5194 50.0018),172,True
2.2979115780540824,50.0018,14.5244,POINT (14.5244 50.0018),172,True
2.104224274720112,50.0018,14.6094,POINT (14.6094 50.0018),583,True
1.6689489820727434,50.0018,14.6144,POINT (14.6144 50.0018),583,True
1.3262999702938296,50.0018,14.6194,POINT (14.6194 50.0018),583,True
1.1613795751783347,50.0018,14.6244,POINT (14.6244 50.0018),583,True
1.24682934841996,50.0018,14.6294,POINT (14.6294 50.0018),583,True
1.541562301861675,50.0018,14.6344,POINT (14.6344 50.0018),583,True
1.9530220779502636,50.0018,14.6394,POINT (14.6394 50.0018),583,True
2.9725726148899434,50.0068,14.3044,POINT (14.3044 50.0068),464,True
2.8657225512570994,50.0068,14.3094,POINT (14.3094 50.0068),464,True
2.864366165624334,50.0068,14.3144,POINT (14.3144 50.0068),464,True
2.9686480627995437,50.0068,14.3194,POINT (14.3194 50.0068),464,True
3.1681538963178077,50.0068,14.3244,POINT (14.3244 50.0068),464,True
3.1835555143502936,50.0068,14.3294,POINT (14.3294 50.0068),596,True
3.2335144644736467,50.0068,14.3344,POINT (14.3344 50.0068),596,True
3.273101944620635,50.0068,14.3394,POINT (14.3394 50.0068),589,True
2.9719276855450434,50.0068,14.3444,POINT (14.3444 50.0068),589,True
2.719240795803336,50.0068,14.3494,POINT (14.3494 50.0068),132,True
2.5562197494603396,50.0068,14.3544,POINT (14.3544 50.0068),132,True
2.4603005122310226,50.0068,14.3594,POINT (14.3594 50.0068),637,True
2.446545392002981,50.0068,14.3644,POINT (14.3644 50.0068),41,True
2.399726057400637,50.0068,14.3694,POINT (14.3694 50.0068),451,True
2.386799153145805,50.0068,14.3744,POINT (14.3744 50.0068),451,True
2.442542423602777,50.0068,14.3794,POINT (14.3794 50.0068),599,True
1.9000920169664695,50.0068,14.3844,POINT (14.3844 50.0068),599,True
1.3677484618084317,50.0068,14.3894,POINT (14.3894 50.0068),599,True
0.8643911363609873,50.0068,14.3944,POINT (14.3944 50.0068),599,True
0.48954899495273296,50.0068,14.3994,POINT (14.3994 50.0068),599,True
0.018559540201854432,50.0068,14.4044,POINT (14.4044 50.0068),239,True
0.558213949896322,50.0068,14.4094,POINT (14.4094 50.0068),524,True
0.25226713252404603,50.0068,14.4144,POINT (14.4144 50.0068),342,True
0.28929252099068636,50.0068,14.4194,POINT (14.4194 50.0068),225,True
0.8439399518812525,50.0068,14.4244,POINT (14.4244 50.0068),225,True
0.8756342649536979,50.0068,14.4294,POINT (14.4294 50.0068),74,True
0.3206943939656024,50.0068,14.4344,POINT (14.4344 50.0068),74,True
0.2345302169892553,50.0068,14.4394,POINT (14.4394 50.0068),74,True
0.7894390103365525,50.0068,14.4444,POINT (14.4444 50.0068),74,True
1.1542605740419145,50.0068,14.4494,POINT (14.4494 50.0068),200,True
0.8453099666439918,50.0068,14.4544,POINT (14.4544 50.0068),200,True
0.607325071418983,50.0068,14.4594,POINT (14.4594 50.0068),212,True
0.07214108249857243,50.0068,14.4644,POINT (14.4644 50.0068),212,True
0.5075578087213446,50.0068,14.4694,POINT (14.4694 50.0068),212,True
0.3470752466960262,50.0068,14.4744,POINT (14.4744 50.0068),499,True
0.6501265679612074,50.0068,14.4794,POINT (14.4794 50.0068),499,True
0.8001025018413056,50.0068,14.4844,POINT (14.4844 50.0068),128,True
0.9229639482518819,50.0068,14.4894,POINT (14.4894 50.0068),128,True
1.2959980270404918,50.0068,14.4944,POINT (14.4944 50.0068),128,True
1.76731698413515,50.0068,14.4994,POINT (14.4994 50.0068),128,True
2.276676911362891,50.0068,14.5044,POINT (14.5044 50.0068),128,True
2.249394402086809,50.0068,14.5094,POINT (14.5094 50.0068),606,True
2.0808027966314655,50.0068,14.5144,POINT (14.5144 50.0068),606,True
1.8553167926656218,50.0068,14.5194,POINT (14.5194 50.0068),172,True
2.389379327752887,50.0068,14.6044,POINT (14.6044 50.0068),583,True
1.8576098832457901,50.0068,14.6094,POINT (14.6094 50.0068),583,True
1.3447473312011833,50.0068,14.6144,POINT (14.6144 50.0068),583,True
0.8843225040744309,50.0068,14.6194,POINT (14.6194 50.0068),583,True
0.6097189497239426,50.0068,14.6244,POINT (14.6244 50.0068),583,True
0.7599592779171794,50.0068,14.6294,POINT (14.6294 50.0068),583,True
1.1829492848521128,50.0068,14.6344,POINT (14.6344 50.0068),583,True
1.6844138199896797,50.0068,14.6394,POINT (14.6394 50.0068),583,True
2.2116014160358275,50.0068,14.6444,POINT (14.6444 50.0068),583,True
3.293507649344753,50.0068,14.6544,POINT (14.6544 50.0068),583,True
3.840478296089116,50.0068,14.6594,POINT (14.6594 50.0068),583,True
2.3124405087702655,50.0118,14.3144,POINT (14.3144 50.0118),464,True
2.440421868569391,50.0118,14.3194,POINT (14.3194 50.0118),464,True
2.6795497171319553,50.0118,14.3244,POINT (14.3244 50.0118),464,True
2.6285597636649296,50.0118,14.3294,POINT (14.3294 50.0118),596,True
2.688850406803688,50.0118,14.3344,POINT (14.3344 50.0118),596,True
2.8577187736336547,50.0118,14.3394,POINT (14.3394 50.0118),596,True
2.827356253532403,50.0118,14.3444,POINT (14.3444 50.0118),192,True
2.4709683250618806,50.0118,14.3494,POINT (14.3494 50.0118),192,True
2.198516668694794,50.0118,14.3544,POINT (14.3544 50.0118),192,True
2.0438484830336097,50.0118,14.3594,POINT (14.3594 50.0118),192,True
2.026511211816246,50.0118,14.3644,POINT (14.3644 50.0118),451,True
1.851708059740188,50.0118,14.3694,POINT (14.3694 50.0118),451,True
1.8349244631310293,50.0118,14.3744,POINT (14.3744 50.0118),451,True
1.980182524992755,50.0118,14.3794,POINT (14.3794 50.0118),451,True
1.847408279966609,50.0118,14.3844,POINT (14.3844 50.0118),599,True
1.2935623428071834,50.0118,14.3894,POINT (14.3894 50.0118),599,True
0.7414443448897003,50.0118,14.3944,POINT (14.3944 50.0118),599,True
0.20548941191387246,50.0118,14.3994,POINT (14.3994 50.0118),599,True
