,distance,latitude,longitude,geometry,id_cukrarna,Praha,name,zip,street,number
78,2.245311736657631,49.9718,14.4594,POINT (14.4594 49.9718),643,True,Dolní Břežany,252 41,Za Sídlištěm,100
79,2.626870283936824,49.9768,14.3344,POINT (14.3344 49.9768),589,True,Praha 16,252 26,Nýrská,ev. č. 2283
80,2.098464990620732,49.9768,14.3394,POINT (14.3394 49.9768),589,True,,,Zderazská,
81,1.5883051171266185,49.9768,14.3444,POINT (14.3444 49.9768),589,True,Praha 16,153 00,Na Viničkách,1224/50
82,1.1215707616200004,49.9768,14.3494,POINT (14.3494 49.9768),589,True,Praha 16,153 00,Karlická,1636/60
83,0.780499072101158,49.9768,14.3544,POINT (14.3544 49.9768),589,True,Praha 16,153 00,Na Rymáni,316/13
84,0.6799558026865248,49.9768,14.3594,POINT (14.3594 49.9768),278,True,Praha 16,153 00,K lázním,ev. č. 2089
85,0.6751567398665166,49.9768,14.3644,POINT (14.3644 49.9768),278,True,Lipence,,,
86,0.9978343371326196,49.9768,14.3694,POINT (14.3694 49.9768),41,True,,,K Radotínu,
87,1.347112636497314,49.9768,14.3744,POINT (14.3744 49.9768),41,True,Zbraslav,,,
88,1.205919108225881,49.9768,14.3794,POINT (14.3794 49.9768),271,True,Zbraslav,,,
89,0.959508103235692,49.9768,14.3844,POINT (14.3844 49.9768),262,True,,,Bartoňova,
90,0.4062085920987636,49.9768,14.3894,POINT (14.3894 49.9768),262,True,Zbraslav,156 00,Bartoňova,1192
91,0.0560796443351853,49.9768,14.3944,POINT (14.3944 49.9768),94,True,Zbraslav,156 00,Zbraslavské náměstí,1504
92,0.5976264048288803,49.9768,14.3994,POINT (14.3994 49.9768),94,True,Zbraslav,156 00,Závist,1170
93,1.1520502215566897,49.9768,14.4044,POINT (14.4044 49.9768),94,True,Zbraslav,156 00,Závist,ev. č. 139
94,1.7068485891339222,49.9768,14.4094,POINT (14.4094 49.9768),94,True,Praha 12,,,
95,2.2617458963085912,49.9768,14.4144,POINT (14.4144 49.9768),94,True,Praha 12,,,
96,2.8166836692657067,49.9768,14.4194,POINT (14.4194 49.9768),94,True,Praha 12,,,
97,3.3057984521009107,49.9768,14.4244,POINT (14.4244 49.9768),342,True,Praha 12,,,
98,3.4507366121109952,49.9768,14.4294,POINT (14.4294 49.9768),74,True,Praha 12,,,
99,3.3531615968400974,49.9768,14.4344,POINT (14.4344 49.9768),74,True,Praha 12,,,
